CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,11,216,190,22,4
FEDERAL PRISON IN LOMPOC,0,998,994,1,3
CITY OF SANTA MARIA,31,1628,1439,172,18
COMMUNITY OF ORCUTT,2,113,102,10,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",2,151,134,17,0
Out of County,—,—,0,0,—
Pending,5,99,75,24,—
July,9,2020,,,
Santa Barbara County Totals,67,3868,3479,360,29
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,72,60,11,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,13,437,382,53,3
CITY OF GOLETA,3,82,68,12,2
COMMUNITY OF ISLA VISTA,0,26,23,3,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,1,59,52,6,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",3,30,21,9,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,6,206,178,24,4
FEDERAL PRISON IN LOMPOC,0,998,994,1,3
CITY OF SANTA MARIA,33,1601,1397,189,16
COMMUNITY OF ORCUTT,0,111,95,15,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",3,150,136,14,0
Out of County,—,—,0,0,—
Pending,5,96,73,23,—
July,8,2020,,,
Santa Barbara County Totals,121,3808,3335,444,29
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",2,72,57,14,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,11,424,342,80,3
CITY OF GOLETA,4,79,67,10,2
COMMUNITY OF ISLA VISTA,0,26,20,6,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,1,58,46,11,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",1,27,20,7,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,5,201,168,29,4
FEDERAL PRISON IN LOMPOC,0,984,981,0,3
CITY OF SANTA MARIA,73,1572,1331,226,16
COMMUNITY OF ORCUTT,4,111,93,17,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",9,147,127,20,0
Out of County,—,—,0,0,—
Pending,11,107,83,24,—
July,7,2020,,,
Santa Barbara County Totals,87,3742,3280,432,30
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",2,72,58,13,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,27,418,348,68,3
CITY OF GOLETA,8,77,70,5,2
COMMUNITY OF ISLA VISTA,0,26,18,8,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,2,58,45,12,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,28,21,7,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,9,197,166,27,4
FEDERAL PRISON IN LOMPOC,0,994,991,0,3
CITY OF SANTA MARIA,26,1515,1258,242,16
COMMUNITY OF ORCUTT,4,108,88,19,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",2,139,122,16,1
Out of County,—,—,0,0,—
Pending,7,110,95,15,—
July,6,2020,,,
Santa Barbara County Totals,171,3655,3237,389,29
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",6,70,57,12,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,22,390,328,60,3
CITY OF GOLETA,2,70,61,7,2
COMMUNITY OF ISLA VISTA,6,26,21,5,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,1,56,43,12,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",3,28,23,5,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,11,188,169,15,4
FEDERAL PRISON IN LOMPOC,0,994,991,0,3
CITY OF SANTA MARIA,97,1489,1259,216,15
COMMUNITY OF ORCUTT,11,104,84,19,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",7,137,119,17,1
Out of County,—,—,0,0,—
Pending,5,103,82,21,—
July,5,2020,,,
Santa Barbara County Totals,76,3484,3150,305,29
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,64,53,10,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,8,368,308,58,3
CITY OF GOLETA,0,68,59,7,2
COMMUNITY OF ISLA VISTA,2,20,19,1,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,1,55,42,12,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,25,23,2,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,5,177,159,14,4
FEDERAL PRISON IN LOMPOC,0,994,991,0,3
CITY OF SANTA MARIA,42,1392,1214,164,15
COMMUNITY OF ORCUTT,7,93,82,10,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",7,130,116,13,1
Out of County,0,0,0,0,0
Pending,4,98,84,14,0
July,4,2020,,,
Santa Barbara County Totals,106,3408,3023,356,29
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",5,64,51,12,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,14,360,292,66,3
CITY OF GOLETA,1,68,54,12,2
COMMUNITY OF ISLA VISTA,0,18,17,1,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,7,54,41,12,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",4,25,22,3,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,9,172,154,14,4
FEDERAL PRISON IN LOMPOC,0,994,991,0,3
CITY OF SANTA MARIA,57,1350,1136,200,15
COMMUNITY OF ORCUTT,2,86,75,10,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",4,123,111,11,1
Out of County,0,0,0,0,0
Pending,3,94,79,15,0
July,3,2020,,,
Santa Barbara County Totals,45,3302,2933,343,29
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1,59,50,8,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,14,347,281,64,3
CITY OF GOLETA,1,67,52,13,2
COMMUNITY OF ISLA VISTA,1,18,13,5,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,1,47,40,6,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,21,19,2,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,3,163,145,14,4
FEDERAL PRISON IN LOMPOC,0,994,991,0,3
CITY OF SANTA MARIA,18,1292,1084,194,15
COMMUNITY OF ORCUTT,3,84,75,8,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",0,119,107,11,1
Out of County,0,0,0,0,0
Pending,3,91,76,18,0
July,2,2020,,,
Santa Barbara County Totals,111,3261,2858,374,29
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",2,58,48,9,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,18,334,273,59,3
CITY OF GOLETA,2,66,50,14,2
COMMUNITY OF ISLA VISTA,0,17,12,5,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,47,40,6,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,21,20,1,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,5,161,142,15,4
FEDERAL PRISON IN LOMPOC,0,994,991,0,3
CITY OF SANTA MARIA,69,1275,1041,220,15
COMMUNITY OF ORCUTT,3,81,71,9,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",3,119,106,12,1
Out of County,—,—,8,1,—
Pending,9,88,56,23,—
July,1,2020,,,
Santa Barbara County Totals,268,3164,0,0,29
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",5,56,—,—,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,35,319,—,—,3
CITY OF GOLETA,10,64,—,—,2
COMMUNITY OF ISLA VISTA,3,18,—,—,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,7,48,—,—,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,21,—,—,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,10,156,—,—,4
FEDERAL PRISON IN LOMPOC,1,994,—,—,3
CITY OF SANTA MARIA,156,1213,—,—,15
COMMUNITY OF ORCUTT,4,78,—,—,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",9,116,—,—,1
Out of County,—,—,—,—,—
Pending,28,81,—,—,—
June,29,2020,,,
Santa Barbara County Totals,96,2896,2292,282,29
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",5,51,35,8,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,17,284,181,45,3
CITY OF GOLETA,7,54,30,9,2
COMMUNITY OF ISLA VISTA,0,15,8,4,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,3,41,23,8,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",1,21,16,4,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,2,146,118,10,4
FEDERAL PRISON IN LOMPOC,0,993,982,7,3
CITY OF SANTA MARIA,48,1057,742,151,15
COMMUNITY OF ORCUTT,3,74,58,8,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",4,107,77,15,1
Out of County,—,—,5,3,—
Pending,6,53,17,10,—
June,28,2020,,,
Santa Barbara County Totals,54,2800,2251,290,28
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1,46,35,5,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,11,267,174,45,3
CITY OF GOLETA,4,47,30,9,2
COMMUNITY OF ISLA VISTA,1,15,7,4,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,2,38,22,9,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,20,15,4,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,4,144,115,11,4
FEDERAL PRISON IN LOMPOC,0,993,982,7,3
CITY OF SANTA MARIA,29,1007,715,160,14
COMMUNITY OF ORCUTT,1,71,58,8,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",0,104,75,16,1
Out of County,1,48,18,10,-
Pending,-,-,5,2,0
June,27,2020,,,
Santa Barbara County Totals,35,2746,2188,305,28
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,45,34,5,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,5,256,169,45,3
CITY OF GOLETA,0,43,26,11,2
COMMUNITY OF ISLA VISTA,0,14,6,4,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,1,36,20,9,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",1,20,14,4,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,3,140,110,15,4
FEDERAL PRISON IN LOMPOC,0,993,982,7,3
CITY OF SANTA MARIA,24,978,681,161,14
COMMUNITY OF ORCUTT,0,70,57,9,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",0,104,70,19,1
Out of County,1,47,14,14,-
Pending,-,-,5,2,0
June,26,2020,,,
Santa Barbara County Totals,81,2712,2172,297,28
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1,45,34,5,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,14,251,167,42,3
CITY OF GOLETA,1,43,24,13,2
COMMUNITY OF ISLA VISTA,4,14,7,4,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,2,35,20,8,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",1,19,13,4,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,2,137,109,13,4
FEDERAL PRISON IN LOMPOC,1,993,982,7,3
CITY OF SANTA MARIA,41,954,671,157,14
COMMUNITY OF ORCUTT,0,70,57,9,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",8,105,69,20,1
Out of County,—,—,5,2,—
Pending,6,46,14,13,—
June,25,2020,,,
Santa Barbara County Totals,42,2631,2106,254,28
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,44,31,5,0
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,3,237,159,37,3
CITY OF GOLETA,0,42,22,11,2
COMMUNITY OF ISLA VISTA,1,10,6,1,0
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,2,33,20,5,1
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",1,18,13,3,0
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1,135,108,12,4
FEDERAL PRISON IN LOMPOC,0,992,980,8,3
CITY OF SANTA MARIA,27,913,625,139,14
COMMUNITY OF ORCUTT,3,70,57,8,0
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,97,66,15,1
Out of County,—,—,5,1,—
Pending,3,40,14,9,—
June,24,2020,,,
Santa Barbara County Totals,81,2590,2057,27,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,44,29,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,18,234,146,2,
CITY OF GOLETA,4,42,20,2,
COMMUNITY OF ISLA VISTA,1,9,5,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,2,31,20,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,17,12,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,5,134,108,4,
FEDERAL PRISON IN LOMPOC,2,992,980,3,
CITY OF SANTA MARIA,36,885,600,14,
COMMUNITY OF ORCUTT,0,67,56,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",7,98,64,1,
Out of County,—,—,5,—,
Pending,6,37,12,—,
June,23,2020,,,
Santa Barbara County Totals,63,2509,2010,27,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",4,44,29,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,10,215,138,2,
CITY OF GOLETA,2,38,18,2,
COMMUNITY OF ISLA VISTA,1,8,4,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,2,29,20,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",1,17,12,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,5,129,107,4,
FEDERAL PRISON IN LOMPOC,0,990,978,3,
CITY OF SANTA MARIA,34,850,573,14,
COMMUNITY OF ORCUTT,0,67,54,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",4,91,62,1,
Out of County,—,—,4,—,
Pending,0,31,11,—,
June,22,2020,,,
Santa Barbara County Totals,26,2446,1956,27,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",1,40,27,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,5,205,126,2,
CITY OF GOLETA,3,36,18,2,
COMMUNITY OF ISLA VISTA,1,7,4,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,3,27,19,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,16,12,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,2,124,107,4,
FEDERAL PRISON IN LOMPOC,1,990,978,3,
CITY OF SANTA MARIA,8,816,538,14,
COMMUNITY OF ORCUTT,0,67,51,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,87,61,1,
Out of County,—,—,4,—,
Pending,1,31,11,—,
June,21,2020,,,
Santa Barbara County Totals,62,2421,1924,25,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",2,39,26,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,8,200,118,2,
CITY OF GOLETA,0,33,18,2,
COMMUNITY OF ISLA VISTA,0,6,4,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,24,18,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,16,12,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1,121,106,4,
FEDERAL PRISON IN LOMPOC,0,989,978,3,
CITY OF SANTA MARIA,43,809,519,12,
COMMUNITY OF ORCUTT,0,67,50,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",7,87,61,1,
Out of County,—,—,4,—,
Pending,1,30,10,—,
June,19,2020,,,
Santa Barbara County Totals,67,2319,1862,22,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,36,24,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,11,185,111,2,
CITY OF GOLETA,1,31,18,2,
COMMUNITY OF ISLA VISTA,0,6,4,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,24,18,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",2,16,12,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1,119,103,4,
FEDERAL PRISON IN LOMPOC,0,989,977,3,
CITY OF SANTA MARIA,44,746,475,9,
COMMUNITY OF ORCUTT,0,65,49,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",6,76,59,1,
Out of County,—,—,4,—,
Pending,2,26,8,—,
June,18,2020,,,
Santa Barbara County Totals,82,2253,1836,22,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,36,23,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,11,174,109,2,
CITY OF GOLETA,3,30,16,2,
COMMUNITY OF ISLA VISTA,2,6,4,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,24,18,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",1,14,12,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,2,118,102,4,
FEDERAL PRISON IN LOMPOC,1,989,978,3,
CITY OF SANTA MARIA,55,702,457,9,
COMMUNITY OF ORCUTT,5,65,49,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",2,70,57,1,
Out of County,—,—,4,—,
Pending,0,25,7,—,
June,17,2020,,,
Santa Barbara County Totals,56,2170,1807,22,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",2,35,22,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,20,163,105,2,
CITY OF GOLETA,3,27,16,2,
COMMUNITY OF ISLA VISTA,0,4,3,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,1,23,18,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,13,12,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,116,101,4,
FEDERAL PRISON IN LOMPOC,1,988,978,3,
CITY OF SANTA MARIA,27,657,439,9,
COMMUNITY OF ORCUTT,1,60,49,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",0,68,53,1,
Out of County,—,—,4,—,
Pending,1,16,7,—,
June,16,2020,,,
Santa Barbara County Totals,46,2115,1777,22,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",3,34,22,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,5,143,105,2,
CITY OF GOLETA,1,24,14,2,
COMMUNITY OF ISLA VISTA,0,4,3,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,22,18,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,13,12,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1,116,99,4,
FEDERAL PRISON IN LOMPOC,1,987,977,3,
CITY OF SANTA MARIA,33,629,418,9,
COMMUNITY OF ORCUTT,0,59,48,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",2,69,54,1,
Out of County,—,—,4,—,
Pending,0,15,3,—,
June,15,2020,,,
Santa Barbara County Totals,13,2069,1737,18,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,31,22,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,2,138,102,2,
CITY OF GOLETA,0,23,12,2,
COMMUNITY OF ISLA VISTA,0,4,2,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,1,22,18,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,13,12,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,115,99,4,
FEDERAL PRISON IN LOMPOC,0,986,976,3,
CITY OF SANTA MARIA,9,596,389,5,
COMMUNITY OF ORCUTT,0,59,48,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,67,51,1,
Out of County,—,—,3,—,
Pending,0,15,3,—,
June,12,2020,,,
Santa Barbara County Totals,61,1971,1664,18,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",2,29,22,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,5,131,95,2,
CITY OF GOLETA,1,20,11,2,
COMMUNITY OF ISLA VISTA,1,3,1,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,20,16,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,13,12,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,2,113,99,4,
FEDERAL PRISON IN LOMPOC,1,985,966,3,
CITY OF SANTA MARIA,45,528,346,5,
COMMUNITY OF ORCUTT,1,56,46,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",2,61,44,1,
Out of County,—,—,3,—,
Pending,1,12,3,—,
June,11,2020,,,
Santa Barbara County Totals,46,1910,1643,16,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,27,22,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,7,126,92,2,
CITY OF GOLETA,0,19,11,2,
COMMUNITY OF ISLA VISTA,0,2,1,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,20,17,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,13,12,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,3,111,98,4,
FEDERAL PRISON IN LOMPOC,0,984,966,3,
CITY OF SANTA MARIA,28,483,331,3,
COMMUNITY OF ORCUTT,5,55,46,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,59,42,1,
Out of County,—,—,5,—,
Pending,2,11,0,—,
June,10,2020,,,
Santa Barbara County Totals,17,1864,1635,16,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,27,22,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1,119,92,2,
CITY OF GOLETA,1,19,11,2,
COMMUNITY OF ISLA VISTA,0,2,1,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,20,17,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,13,12,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1,108,98,4,
FEDERAL PRISON IN LOMPOC,0,984,966,3,
CITY OF SANTA MARIA,12,455,324,3,
COMMUNITY OF ORCUTT,1,50,46,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,58,41,1,
Out of County,—,—,5,—,
Pending,0,9,0,—,
June,9,2020,,,
Santa Barbara County Totals,30,1847,1627,15,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,27,23,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,7,118,91,1,
CITY OF GOLETA,0,18,11,2,
COMMUNITY OF ISLA VISTA,1,2,1,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,20,16,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,13,12,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,107,97,4,
FEDERAL PRISON IN LOMPOC,0,984,965,3,
CITY OF SANTA MARIA,20,443,320,3,
COMMUNITY OF ORCUTT,0,49,45,0,
